Timestamp,name,twitter,country,message,JP Translation
8/15/2021 18:49:50,Kiyoru,@Kravlenko_,Indonesia,Happy 4th anniv Sora-chan! Kiyo is a new Soratomo~ Kiyo love Sora-chan's content especially Sora-chan's karaoke stream & song cover. Kiyo hope Sora-chan will continue to streaming & reach 1 mil subs!!,"そらちゃん、４周年おめでとう！
Kiyoは新しいそらともです。Kiyoはそらちゃんのコンテンツが大好き、特にそらちゃんの歌放送と歌ってみた動画が大好きです。
これからも配信を続けて、100万人を達成することを願っています！！"
8/15/2021 19:54:25,Shane,@ShaneYap1,Malaysia,"Hi Sora, Happy 4th anniversary, It is good to see Hololive grew so big since your first debut. Even though I only watch your Minecraft stream only (sorry). I wish you for all best in the future ","４周年おめでとうございますそらちゃん。
ホロライブがこんなに大きくなっているのを見るのは嬉しいです。
私はマイクラの配信しか見ていませんが、これからも頑張ってください。"
8/15/2021 22:23:06,EMITAIN,@EMITWEETS234,Canada,四周年おめでとうございます！気持ち的に焦っている時はそらちゃんのオーラで落ち着けます。そういう魔法みたいな能力はどうやって手に入れるのでしょう。教えてくれませんか？そのお返しに、英語の単語を教えます。「Inclusive」= 包含的。ところで、僕の日本語能力はあまり高くないですから、何か間違えたらすみません。,
8/16/2021 0:15:09,Muhammad Fariz Bahrul Ulum,@fariz2998,Indonesia,"Congratulations for your 4th Anniversary Sora chan!! I wish you well and happy forever, thank you for your creation and thank you all the things you have done,we really appreciate,#happy4thanniversary","そらちゃん、４周年おめでとう！！！
いつまでも元気で幸せでいてくださいね。生まれてきてくれてありがとう、今までのこともありがとう。
本当に感謝しています。#happy4thanniversary"
8/16/2021 1:30:37,aruna,@arunasakti,Indonesia,"Thank you for never stop chasing your dreams, Sora-chan!",そらちゃん、いつも夢を追いかけていてありがとう。
8/16/2021 3:59:39,Daryl Kim,@Mazzinochi,Philippines,"Hello Sora-chan, Congrats on your 4th Year Anniversary. Thank you for making us smile. I enjoy watching your streams. Your streams are very enjoyable and relaxing. Thank you and Congratulations.","こんにちはそらちゃん。４周年おめでとうございます。
いつも笑顔にしてくれてありがとう。そらちゃんの放送はとても楽しくて、リラックスできるし。
ありがとうございます、そしておめでとうございます。"
8/16/2021 7:31:58,ふふふ,@fuhufu_P,Japan,"そらちゃん4周年おめでとうございます！
あっという間に4年もたってたんだね…すごいなぁ​​(๑╹ᆺ╹)✨
これからもそらちゃんの活躍祈ってます！",
8/16/2021 7:46:50,水戸ノ助,@Jomitomike,Taiwan,そらちゃん、活動４周年おめでとうございます！4年も続けてくれてありがとうございます！これからも応援しますね！そらちゃん大好き！,
8/16/2021 8:02:01,仮のそらみこ,@tmchanken_1211,Japan,そらちゃん四周年おめでとう！！そらちゃんの配信に毎回元気をもらってます！！これからも活動頑張ってね！！,
8/16/2021 9:22:34,Cyrus,,Philippines,"Sora-sama, Happy Anniversary!! Thank you for your hard work these past 4 years! Without you, Hololive wouldn't be what it is today. Keep up the good work!!","そら様、記念日おめでとうございます！！！
この４年間、本当にお疲れ様でした！そら様のおかげで、今のホロライブはなかった。これからもがんばってください！！"
8/16/2021 10:13:44,Matt,I dont have twitter. Sorry,Singapore,Happy Anniversary! :),記念日おめでとうございます！:)
8/16/2021 13:45:06,Andrew Tan,@andrewtanjb,Singapore,Happy 4th Anniversary Sora-chan! Sora-chan is very cute and I enjoy watching your streams and listening to your music. I will keep supporting you and I look forward to your live idol concerts!,"そらちゃん、４周年おめでとうございます！
そらちゃんはとても可愛くて、放送と音楽も楽しいです。
これからも応援しています。アイドルのライブも楽しみにしています!"
8/16/2021 14:06:45,ハリボテサラミス,@HariboteRat,Japan,そらちゃんすこ,そらちゃんすこ、そらちゃんすき。
8/16/2021 16:16:46,フジスキー,@W65010,Japan,"そらちゃん本当に4周年おめでとう！！
これからも飛躍を続けるそらちゃんを
ずっと応援しています。
一緒に横アリ行こう！！",
8/17/2021 2:52:57,Henri,@erlkonig11,Indonesia,Congratulation sora chan,そらちゃんおめでとう。
8/17/2021 5:17:18,Paolin,@MonPaolin,Philippines,Ngayong taon ko lang na tagpuan ang hololive at hindi ako masyadong nanonood ng streams mo Sora pero nagustuhan ko ang iyong mga clips. Nung una kitang nakilala ay nung nahulog ka sa iyong upuan.😆,今年はホロライブが見つけたのだからそらちゃんの配信はあまり見てないよでも、切り抜きが好き。最初に見たのは、そらちゃんが椅子から落ちたときでした。😆
8/17/2021 10:19:07,No_longer_Human,@Nolonge72872155,Indonesia,"how Could i found myself to actually fallen in love with u? I found you on youtube when u are still a newbie!,I hope u can always keep shining brightly! Otsukare! And yoroshiku onegaishimasu again!",どうして私はそらちゃんを好きになってしまったのでしょうか？まだ新人の頃にYoutubeで見つけたんだよ！いつまでも輝いていてほしいな。おつかれさま そして、また、よろしくお願いします。
8/17/2021 13:09:54,skan,@skan_ndk,South-Korea,そらちゃん、4周年おめでとうございます！こんな大変な時期にもいつもの元気な笑顔で頑張ってるそらちゃんを見て、今年もすごく元気と勇気を貰いました。これからの5年目も、そらちゃんのペースで楽しく活動できる1年になりますように！いつも応援してます！,
8/18/2021 2:04:29,Celi,@celi_guitar,Canada,空媽！4週年快樂。 不知不覺已經是你的4週年了。祝你來年也繼續活躍！我們空友會支持你到世界盡頭!,そらちゃん、4周年おめでとうございます。あっという間に4周年がたちましたですね。来年はきっともっともっと活躍されることでしょう。私たちそらともは、世界の果てまで応援していますよ。
8/18/2021 2:46:43,Naim,,,I always support you. Dont forget to rest,そらちゃんのことをずっと支えています。でも休憩忘れないでね。
8/18/2021 3:50:36,Human,,Malaysia,Conratulations sora chan!!hope you have a good anniversary and happy always!!,そらちゃん、４周年おめでとうございます！良い記念日を過ごしてと、いつも幸せでいてほしいです！
8/18/2021 5:17:51,Knives,@_knives8,Philippines,"Happy 4th Anniversary, Sora-chan! Thank you for all your hard work and being an inspiration to us all. We'll always be supporting you, no matter how long! ",そらちゃん、4周年おめでとうございます。いつも頑張ってくれて、私たちに感動を与えてくれてありがとう。いつまでもと永遠に私たちは、ずっと応援しています! 
8/18/2021 7:08:17,£雪音＊ﾕｷﾈ＊,@tamago_berymane,Japan,"そらちゃん4周年おめでとう🎊🎊🎊
これからも応援してるよ！頑張ってね！！！୧(๑•̀ㅁ•́๑)૭✧",
8/19/2021 3:06:41,Fatih Muqtafi,@Liam_rillah,Indonesia,"Halo Sora-chan~,selamat hari jadi yang ke-4 saya adalah saratomos yang berasal dari indonesia,saya senang sekali ketika sora dan iofi berkolaborasi,saya sungguh menikmatinya. Sora neesan daisuki<3",こんにちは、そらちゃん～。４周年おめでとうございます！インドネシアのそらともです。そらちゃんとイオフィちゃんはコラボをする時に嬉しいです！そらねえさん大好き！
8/19/2021 9:26:21,Gale,@thsgale,Sweden,"Congratulations on your anniversary! 
You've come a long way and you will of course keep getting further, I believe that! Before you know it you will be performing at Yokohama Arena!
Best of luck!","周年おめでとう。
これまでの道のりは、もちろんこれからもずっと続いていくと思いますよ。いつの間にか、絶対に横浜アリーナでライブをしてね。
改めておめでとうございます。"
8/19/2021 16:49:18,ほせ,@age_nt_jose,Japan,"そらちゃん、活動4周年おめでとうございます🎉
色々と制限のある中での試行錯誤と挑戦の1年だったと思います。
ここでの成長や経験は、この先の活動で必ず活きてくるハズです。
これからも挑むことを忘れず、目標に向かってゆっくり歩いて行ってください！
頑張る背中を自分たちは支え、応援していきたいと思います！！",
8/19/2021 19:06:11,Hatsuki Vfx,@HatsukiVfx,Philippines,ハッピー4周年ソラちゃんあなたのキャリアが成功することを願っています。 iveはあなたの曲を聴き、特別に過去の時間、悲しみ、孤独をストリーミングします。このimを入力している間、あなたはすでにあなたの記念日に幸運を叫んでいて、良い仕事を続けています,
8/19/2021 22:52:43,Joshua Soh,@strangechoices,Singapore,Sora-chan!!! Thank you for being the foundation for what we all know and love as hololive. Happy 4 years and we all hope to see you reach 5 too!!,そらちゃん！私たちが知っているホロライブの基盤であることに感謝しています。4周年おめでとうございます！5周年も期待しています！
8/20/2021 7:48:24,JoonFatt,@joonfatt228,Malaysia,"そら, ４周年おめでとう！そらの配信大好き！これからも応援します！",
8/20/2021 10:19:52,IceWings悠,@IceWingsYo,Hong Kong,恭喜空媽四週年記念~!!!,そらちゃん、4周年おめでとう。最初は余りついていけなかったけれど、これからもずっとついて行きますよ～！！！
8/20/2021 18:40:07,Apple Pines,@secret_pines,Philippines,"CONGRATULATIONS SORA-CHAN!!! I have discovered you only recently, but I will support you from here on. I hope you're always happy just like how you always make us happy. Keep up the good work~! ",そらちゃん、おめでとう！最近知ったばかりですが、でも今からも応援しています。いつも私たちを幸せにしてくれるように、そらちゃんの永遠を幸せに願っています。これからもがんばってね～。
8/21/2021 19:22:28,Gabriel Estorba,@gab_gabriel854,Philippines,"Sora wasn't the reason I got into Hololive but seeing her put so much effort into what she does made me realize how tough it is being an idol. She is an inspiration, to her kouhai and her audience",私がホロライブに見てるのはそらちゃんのおかげでじゃない、でも、そらちゃんが自分の仕事に一生懸命になっている姿を見て、アイドルの大変さを実感しました。そらちゃんは交友関係や視聴者に影響を与えています。
8/23/2021 6:08:54,noname,@MonstePr,Kazakhstan,"For me, Sora chan is the bravest person in Hololive. There is only one single reason for that, she joined Hololive and decided to become a vtuber in 2017. Thank you so much for making such decision!!!","私にとって、そらちゃんはホロライブの中で最も勇敢な人と思います。何故なら、そらちゃんがホロライブを始め、そして、２０１７年にvtuberになりました。
そんな決断を本当にありがとうございます！！！"
8/23/2021 12:43:54,MJ,@mj_piyopiyo,Japan,"そらちゃん4周年おめでとう！

年月を重ねるごとに色々なものを積み重ね研鑽を重ねてそらちゃんはどんどん魅力的になっていって本当に凄いと思うし尊敬しているよ！

今はまだ世界は大変な時期だけどそらちゃんならそれを乗り越えてより良い未来を創れると信じてる！これからも微力ながら応援させてね！これからも皆で進んで行こう！

そらちゃん大好き！！！！
",
8/23/2021 14:41:52,かっぱのひれ,@kappahire,Japan,"そらちゃん活動4周年おめでとうございます！！🎉🎊🎉🎊

この四年間でそらちゃんの様々な姿を見ることができて、応援していて良かったとすごく思います！

そらちゃんの事を知ってから今まで、いろんな時に元気を貰ってます！
ずっと活動続けてくれて、本当にありがとうございます。
5年目もその先も、そらちゃんを応援していきます！そらちゃん大好き！",
8/24/2021 0:10:55,Ibaraki,@w32ibaraki,Indonesia,"Finding you is one of my most precious memories as a fan of vtubers, even though I have only been one in a year and half. Please continue being an inspiration for all of us. Happy anniversary, Sora!",そらちゃんに出会えたことは、Vtuberのファンになって1年半しか経っていない私にとって、最も貴重な思い出のひとつです。これからも私たちにインスピレーションを与え続けてください。そらちゃん、記念日おめでとうございます。
8/24/2021 3:42:55,えすかるごー,@escargot8inori,Japan,"そらちゃん、4周年おめでとう🎊
お家での配信がメインになってから、そらちゃんの素の表情を沢山見ることが出来て前より大好きになったよ！
5年目も配信、ライブと大活躍するそらちゃんを楽しみにしています。これからも沢山応援するから、止まるんじゃねぇぞ〜！！",
8/24/2021 6:40:53,Sakuda Pikora,@SakudaPikora,Indonesia,"Congratulation dear Sora chan for 4th anniversary! Started watching you 11 months ago, yet im still not knowing you well. But sure im having much great time supporting you with many other soratomo ♥♥♥","そらちゃん、４周年おめでとうございます！
私がそらちゃんを見始めたのは１１ヶ月前ですが、まだそらちゃんのことをよく知りません。でも、他のそらともと一緒に楽しく応援しています。♥♥♥"
8/24/2021 15:28:14,teaguy,@explorerthing,Indonesia,"Halo, Sora! Saya telah mengenal Hololive sejak tahun kemarin, dan Sora termasuk salah satu member yang saya sukai, Saya harap anda tidak terlalu lelah dalam melakukan pekerjaan anda dan Terimakasih!",そらちゃん、こんにちは。去年からホロライブを見つけていますが、そらちゃんは大好きなメンバーの一人です。そらちゃんがアイドルとして無理をしないことを願っています。ありがとうね！
8/25/2021 8:58:06,kidokadokaraneko,@kido_kado,Japan,そらちゃん4周年おめでとう！！！そらちゃんの配信見てると毎日ほんと楽しくて癒される！歌ってみたやアルバムも仕事の行きかえりで聞いてホント元気もらってます！これからもずっと応援してます！！！,
8/27/2021 0:19:24,緋ぐま,@kotobakazesuko,Japan,"ときのそらちゃん四周年おめでとうございます！
そらちゃんの歌や配信でいつも元気を貰って、生きる活力になってます！
長く活動してくれてありがとうございます。
５年目も頑張ってください！",
8/27/2021 0:21:35,Jethro Arile,@JSKaizer_56,Philippines,You became the one that cheered me up last year and you continued to be the one that brought me happiness this year. Thank you so much. Happy Anniversary Sora-chan! I will always support you!,昨年はそらちゃんが私を元気づけてくれて、今年も私に幸せをもたらしてくれる存在となりました。本当にありがとうございました。そらちゃん、記念日おめでとうございます。 これからもずっと応援していますぞ！
8/27/2021 7:53:49,かも,@p2NfaBCpm6RmaaF,Japan,"そらちゃん活動4周年おめでとうございます！
去年は2ndアルバムやライブ、それに沢山のイベントに参加と大活躍でしたね！
ステージで輝くそらちゃんの姿に力を貰っています！
これからもその先もずっとずっとそらちゃんを応援します！
5年目も楽しい日々になるといいですね！",
8/27/2021 13:33:08,Luis Nicolas,@NicoNico_Nii_LF,Argentina,"Sora felicidades por tu 4º aniversario, espero que sigas con el buen trabajo.
Las colaboraciones con Azki son una de las cosas más seiso de hololive, así que espero más de eso. Te estaré apoyando.","４周年おめでとうございますそらちゃん。これからもがんばってください。
AZKiとのコラボはとても清楚で楽しいです。ずっと応援しています。"
8/27/2021 19:19:01,ゼロPERIA,@zeroa_kain,Japan,そらちゃん４周年おめでとう！！！5年目も横アリまで止まるんじゃねぇぞ〜！！！これからもずっと応援してるよーー！！,
8/28/2021 16:15:43,Apples and Oranges,,,Thank you for everything you do!,いつもありがとうね！
8/28/2021 17:05:31,elthwar,,,"I want to wish you a wonderful 4th anniversary, listening to your music and streams helped me a lot last year through some difficult times. May you have a great and happy time for this next year Sora!","４周年おめでとうございます！
そらちゃんの音楽と放送を聴いて、去年は厳しいことがあってもたくさん助けられました。
今年もそらちゃんが素敵と幸せな時間を過ごせますように！"
8/29/2021 8:32:18,識（しき),@GARANDOU_SHIKI,Hong Kong,恭喜四周年慶。時光荏苒，不知不覺そらちゃん出道已經四年，作為由零開始的成員，你踏平了一條崎嶇不平的路。沒有你的堅持，就不會有如今閃耀的你。感謝你將你的光芒展現到眾人的面前，感謝這四年間的陪伴。特別是最近兩年對任何人而言都不是輕鬆的兩年，很興幸在這段艱難的日子中能有你。在被生命中的痛苦所壓垮時，總能被你的聲音鼓舞、治癒。希望在未來能繼續見證你的閃耀，感謝你。,"４周年おめでとうございます。
何もないところからすべてを作り上げるのはとても大変だね。それを聞いて、厳しいことがあっても、私はもっと一生懸命に挑戦する。
本当にありがとう。"
8/29/2021 21:12:49,Aaron Joshua Macasaet,@Aaronotikz,Philippines,"Hello Sora-chan Happy Anniversary, I may be new here but so far you made me happy with all your streaming. , I really appreciate everything you have done so far. Thank you for all your hard work.ILY<3",そらちゃん、こんにちは。周年おめでとう！私はここに来るのは初めてかもしれませんが、今まであなたの配信で幸せにしてくれました。そらちゃんのこれまでの活動には本当に感謝しています。これからもよろしくね。大好き。 <3
8/29/2021 23:59:12,げんなま,@cache419,Japan,"Congratulations on your 4th Anniversary!
海外ニキ主催のお祝いもすっかり恒例になりましたね、5年目もより広く遠くまでそらちゃんの魅力が伝わっていきますように！",
8/30/2021 8:10:52,Casey Carroll,@CaseyCa39188354,United-States,Happy fourth anniversary Sora-chan! Looking forward to many more!,そらちゃん４周年おめでとうございます！これからのことも楽しみに待っています！
8/31/2021 10:43:43,PenKing3,@Mass_Pro_0079,Hong Kong,"そらちゃん 4周年おめでとうございます！
そらちゃんは大好きのミクちゃんどミクランドて一緒に遊んで本当によかったです！
4周年紀念配信とても楽しみます！
これからもずっとよろしくお願いします！
そらちゃん大好き！！！",
8/31/2021 20:23:43,Rune,@rune_devros,United-States,Hi Sora! Congratulations on your 4th anniversary! Your streams always warm my heart! ,そらちゃん、４周年おめでとうございます！いつもそらちゃんの配信を見ると心が温めます！
9/1/2021 9:36:53,Denden,@dendenew,Philippines,Hello Sora-chan! Happy 4th anniversary! I wish you all the best in your future endeavors! Stay positive and stay healthy. We thank you for your contributions to Hololive as being the 1st member!,こんにちはそらちゃん！４周年おめでとうございます！いつも応援しています！元気にしてね！ホロライブ大先輩としてありがとうございます！
9/1/2021 17:53:58,kazu_ー_ sai,@kazusai8,Japan,"デビュー4周年、おめでとうございます👏👏✨
私がそらちゃんを知ったのは３年と半年程前。当時はホロライブもそらちゃんとロボ子さんの2人でしたね。今では当時の予想を大きく超える貴女とホロライブに成長されましたが、今でも私はそらちゃんが最推しです！これからも末永く宜しくお願いしますね！！",
9/1/2021 20:59:18,龍宮つばさ,@ryu_tubasa,Japan,"そらちゃん、４周年ほんとうにおめでとう(๑╹ᆺ╹)
そらちゃんのいつも元気で明るい配信や活動を見てると元気がないときでも自然と笑顔になれているよ！ありがとう！！
これからも、そらちゃんらしいペースでゆっくり走り続ける姿を楽しみにしてるよ(✿╹◡╹)ﾉ",
9/1/2021 21:11:12,Cleo Farza,@CleFrz,Indonesia,"Hai, saya hanya ingin mengucapkan terima kasih telah menghibur saya selama pandemi ini. Tetap semangat, jangan menyerah!",そらちゃん、こんにちは。今コロナの状況で私を楽しませてくれたことに感謝したいと思います。気持ちを高めてと、決してあきらめないでください ね！
9/2/2021 5:02:35,リボンサトロン,@64revival_,Japan,"そらちゃん4周年おめでとうございます！
5年目に向けて一歩一歩歩み続けてください。それがそらともの糧となります！",
9/2/2021 5:23:53,優しい茶狐,@chako_time,Japan,"四周年おめでとうございます！
そらちゃんの声や優しさが好きです
そらちゃんのファンを楽しませようとする姿勢・努力が好きです
これからも成長を続けるそらちゃんを心から応援しています(๑╹ᆺ╹)ﾖｺｱﾘ!ｲｸｿﾞｰ!",
9/2/2021 5:41:17,miiyan@そらとも,@39dayo_sushi,Japan,そらちゃん活動4周年おめでとう！そらちゃんの一歩一歩歩んでいく姿を見て、自分も頑張ろうって思えます。いつか横アリのステージに立つ日を、そして、そらともの皆で夢色アスタリスクを合唱する日を夢見ています！これからもよろしくね！いつまでも応援しています！​(๑╹ᆺ╹),
9/2/2021 9:18:51,milos,@milos57595298,Croatia,"First it started with the songs, then I started watching clips and listening to you in BG and learned that I appreciate your conviction and sheer force of Will. Never change, Happy Anniversary Sora. ","まず、そらちゃんの歌から始まり、そして、切り取り動画を見たり、仕事中にそらちゃんの放送を聴いたり。最後、そらちゃんの意志の強さに感謝するようになりました。変わらないでください。
記念日おめでとうございます。"
9/2/2021 11:00:19,夜勤ていとく,@taaa_soratomo,Japan,"活動４周年おめでとう！
そらちゃんを応援することが楽しくて、何か発表がある度に嬉しくて長い月日があっという間です！！
これからもみんなで歩んで行きましょう！目指せ横浜アリーナ！！",
9/2/2021 13:53:35,蒼Chocolat,@Kuroneko1AoKS19,Japan,"そらさん、活動4周年おめでとうございます。
小さな歩みから始まり、沢山の経験を経て日々成長し、輝きを増して素敵になっていくのを見守りことができて本当に嬉しいです。
この1年は限られた中で色々な模索をし続け、沢山の可能性を見出せた1年だったのではないでしょうか。
これまで積み重ねてきたものが大きな花開くその時まで、そしてその後も全力で応援しています。
いつもありがとう。
これからもずっとよろしくね。",
9/2/2021 14:40:49,くうのうみ🐻💿,@kuuno_umi ,Japan,"4周年おめでとうそらちゃん！
いつもみんなに元気を届けてくれてありがとう
そらちゃんがいるから毎日楽しいしがんばれるよ　これからもずっと応援してるね。
そらちゃんからいろんなもの貰ってばっかりたからいつかそれを返したいな",
9/3/2021 0:18:24,Spencer ,Don't have one,Philippines,"Hi Sora. Thank you for your efforts thus far. Please know that I think you're wonderful and beautiful. May you, your kouhais, your company and the people you care for find peace and happiness. 



","こんにちはそらさん。これからもよろしくお願いします。
そらさんは素晴らしくて美しい人と思います。
そらさんと、そらさんの後輩と、そらさんの会社と、そらさんが大切にしている人々に、平和と幸せが訪れますように。"
9/3/2021 0:44:36,Johnny,@JohnnyMx_7,Mexico,"Sora-chan, congratulations on your 4th anniversary!
You, your music and your voice have brought a lot of happiness to my life.
I want your dreams to come true, so I'll always support you.
Te amo!","そらちゃん、4周年おめでとう。
そらちゃんの音楽と声は、私の人生にたくさんの幸せをもたらしてくれました。
そらちゃんの夢を叶えてあげたいから、ずっと応援しています。
大好きです。"
9/3/2021 2:44:55,Kian Vincent Baldeviso,,Philippines,"HAPPY ANNIVERSARY SORA
From Every Soratomos We Love You and Thank You For Everything Tokino Sora","そらちゃん、記念日おめでと！
私たち、すべてのそらともから大好きです。そらちゃん、いつもありがとう！"
9/3/2021 3:01:49,Kimi // キミラ,@BobMeBoi1,Indonesia,４周年おめでとうソラちゃん！！！この三年はきついかもしれないでもそらちゃんはそれをやり遂げた。私たちそらともはいつもそらちゃんをお娟します ʕっ• ᴥ • ʔっ,
9/3/2021 5:35:28,抹茶味,@tarbo_nine,Japan,"そらちゃん！活動4周年おめでとう！！
本当にあっという間に4周年だね！
ゆっくりでも確実に実りある5年目を送れますように！",
9/3/2021 5:57:31,空白,@lord_empty,Japan,4周年おめでとございます！これまでを振り返るともう4年も経ったんだなぁという気持ちでいっぱいです。これからのそらちゃんの未来にたくさんの幸がありますよう、いちそらともとして応援しております。,
9/3/2021 6:18:15,クーカラ,クーカラ,Japan,"そらちゃんへ
4周年おめでとうございます👏👏👏👏
そらちゃんは4年間でたくさんの歌を歌っていますね。
オリ曲ももちろん好きですが、そらちゃんが歌うエイリアンエイリアンが大好きです！　ライブで振り付けまでして歌ってくれた時は驚きました！
これからも色んな曲に触れていって、そらともさんたちに聴かせてください！
私はそらちゃんが楽しそうにしている姿を見るのがとても大好きです👍👍👍👍",
9/3/2021 9:23:37,とすっぽ,@tosu_Po,Japan,"そらちゃん活動4周年おめでとうございます～！！！
4年目は配信者としての本格始動という感じで机の上がレベルアップした（？）1年でしたね！
5年目もどんなそらちゃんが見られるのかとても楽しみにしています！",
9/3/2021 13:29:23,カモメ,@orange_kamome,Japan,"そらちゃん活動4周年おめでとうー！
4年目もTIFやBtS、チューバウト等など色んなイベントで活躍するそらちゃんが見れて嬉しいです(๑╹ᆺ╹)
5年目はどんなステキな事があるんだろう？と今から楽しみです！
これからも皆でゆっくり走っていこうね！",
9/3/2021 16:19:27,Emanuel,@kurayasinsho,Romania,"Thank you Sora so much for all your hard work,I may not have followed you from early on when you started but I really love your personality,ambition and singing! I'll be sure to support in the future!","いつもありがとうそらちゃん！
デビューからついてきたわけではないかもしれませんが、そらちゃんの人柄と歌も本当に大好きです！ 
これからもずっと応援しています！"
9/3/2021 20:47:19,acolyte,@iceaco,Indonesia,"Congratulations on your 4th anniversary, Sora-chan! Please shine more and more! I will continue to support you~",そらちゃん、4周年おめでとう。もっともっと、輝いてくださいね 。これからも応援していますぞ～。
9/3/2021 21:36:16,視聴用のいぬ,@8iXMH0yxm7Ur533,Japan,"4周年おめでとうございます！
4年目は激動の日々だったように思えます。
それでも目標を見据えたまま進み続けるそらちゃんを応援しています。
次の1年もそらちゃん、ひいてはホロライブが躍進を続けていくことを祈っています​(๑╹ᆺ╹)ぬんぬん

P.S.ロマサガ3配信が大好きです​💡(╹ᆺ╹๑)",
9/4/2021 0:15:26,いふり～す,@Ifreath_Origami,Japan,"そらちゃん！活動4周年おめでとうございます!!
これからも楽しいことがいっぱい出てくると良いですね！
5年目もそらちゃんにとって明るい未来が来る事をお祈りしております！
そらちゃんの今後の活躍が楽しみです！そらとも一同で応援しております!!",
9/4/2021 0:23:13,海月シロウ,@seeliecourt_k,Japan,そらちゃん！4周年おめでとう！！！大好きだああああああ！！！！そらちゃんの歌が！そらちゃんの声が！その在り方が！ほにゃっとかわいいところが！ビシッとかっこいいところが！(๑╹ᆺ╹)ぬんぬん！そらちゃんのクラシック大好きです！これからも応援してるよおおおおおおお！！！！！！！,
9/4/2021 1:00:18,アイスドラゴン,@icedoragongo,Japan,そらちゃん4周年おめでとう！！,
9/4/2021 3:07:57,WonderfulProgress,,United-States,"Congratulations on 4 years, Sora-chan!
It’s hard to think that Hololive started 4 years ago from your very first stream…","そらちゃん、4周年おめでとうございます。
4年前、最初の配信からホロライブが始まったとは思えませんでも今ここにそらちゃんがいるよ。"
9/4/2021 3:19:24,enza,@probablyenza,Austria,"Happy 4th year anniversary Soda-chan!!! (๑╹ᆺ╹) From the bottom of my heart, thank you for saving me. I am always here to support you, and here's to many more achievements to come! (๑╹ᆺ╹)",そらちゃん、4周年おめでとう！ (๑╹ω╹๑ ) 心の底から、私を救ってくれてありがとう。いつも応援しています！これからもたくさんの功績を達成してくださいね。(๑╹ᆺ╹)
9/4/2021 3:28:47,ヨウ,ヨウ,Japan,"そらちゃん４周年おめでとうございます！！
(๑╹ᆺ╹)つ🎉🎉🎉🎊
そらちゃんが活動を初めてもう４周年！とてもめでたいですね！そらちゃんの配信にはいつも癒されてます！いつも楽しくて最高の時間をありがとうございます！そらちゃんのこれからの活動もずっと応援し続けます！(๑╹ᆺ╹)ぬんぬん！💖💖💖",
9/4/2021 3:33:38,Xec,@ArclanP,Australia,そらちゃん、４周年おめでとう！これからもよろしくね！(๑╹ᆺ╹)ぬんぬん！,
9/4/2021 3:54:15,ノリと塩,,Japan,"活動4周年おめでとうございます！
そらちゃんの活動がこれからもより良いものになるように陰ながら応援してます。",
9/4/2021 4:30:35,ゆーみ,@yumi_soratomo,Japan,そらちゃん、活動4周年おめでとうございます！4周年の今日まで、たくさんの配信やライブイベントで楽しませていただきました。これからも夢に向かって全力で頑張ってね！応援しております！,
9/4/2021 5:24:54,Yuiop,@Yuiop97762850,Japan,そらちゃん活動4周年おめでとうー,
9/4/2021 5:57:39,Moro,@Morrow_Rhombus,Japan,"そらちゃん4周年おめでとうございます！！！！
ずっと走り続けてきてくれて、本当にありがとう。そらちゃんのおかげで、毎日がとっても楽しいです！
そらちゃんの歌や放送、活躍がもっともっと多くの人に広まりますように！5年目も、たくさん楽しんでいきましょう！！！！！",
9/4/2021 5:59:49,べるるみい,@bellulumy,Japan,"そらちゃん4周年おめでとうございます！
駆け抜けた日々は懐かしくもありあっという間でもありますが、そらちゃんの美しい軌跡に魅せられ続けたことはいつの時も同じです。
大変な世の中になっても逆境に負けず皆に元気と笑顔を届け続けるそらちゃんを尊敬しています！
来年も再来年もずっとずーっと応援し続けますので、VTuberのお友達やそらともさんたちと一緒にこれからもゆっくり走っていきましょう⸜(๑╹ワ╹)⸝",
9/4/2021 6:10:02,くろ,kettu96,Japan,4周年おめでとうございます！これからも応援してます！！目指せ横アリ止まるんじゃねぇぞ！！！そらちゃんすき！！！！(๑╹ᆺ╹),
9/4/2021 6:18:26,tara,@tara_tarasite,Japan,4周年おめでとう！いつもありがとう！5年目もそらちゃんを応援します！,
9/4/2021 6:35:29,とわー,@tw_0_0_,Japan,"そらちゃん4周年おめでとうございます！
そらちゃんを知り応援したいと思ってTwitterアカウントを作成してから3年半近くが経ちましたが今でもその想いは変わらず、むしろ大きくなっています。
そらちゃんはどんなに辛いことがあっても元気をくれる存在で救われてばかりです。
少しでも返せるようこれからも応援しています。
いつもありがとう。生まれてきてくれて、活動を続けてくれてありがとう。そらちゃん大好き。",
9/4/2021 7:10:46,おふとん,@on_the_wolves,Japan,そらちゃん活動4周年おめでとう！そらちゃんがこの世界に来てくれたおかげで、とてもワクワクする楽しい時間が過ごせています。そらちゃんにとってはどんな年月だったかな。きっと辛いことも沢山あったと思うけど、4年間も一度も途切れずに、ずっと素敵な声を聴かせてくれてありがとう。本当にすごい事だと思います。5年後も、10年後もきっと、素敵な声を聴かせてくださいね！,
9/4/2021 7:16:09,コッケン,@kokken042,Japan,そらちゃん、活動4周年おめでとうございます！！これからも元気なあなたでいられますように,
